Frequency,Uncertainty,A,Intensity,Molecule,Isotopologue,Dataset,"E""",g',"g""",J',"J""",QN',"QN"""
  714.104387,    0.000045,1.3001E-02,8.2981E-25,H2O,1H2-16O,POKAZATEL, 2042.309826,    81,    81,     13,     13,  6  7  0  0  0  B1                               ,  1 12  0  0  0  B2                               
  714.215813,    0.000013,5.6032E-04,2.3637E-29,H2O,1H2-16O,POKAZATEL, 3381.704154,    33,    27,      5,      4,  2  3  1  0  0  B1                               ,  1  4  0  2  0  B2                               
  714.643116,    0.000137,1.2639E-01,1.5615E-29,H2O,1H2-16O,POKAZATEL, 4610.020501,    35,    35,     17,     17, 11  7  0  0  0  A2                               ,  8 10  0  0  0  A1                               
  714.677564,    0.000098,3.8667E+00,2.3708E-29,H2O,1H2-16O,POKAZATEL, 5182.093437,    27,    25,     13,     12,  5  9  0  2  0  A2                               ,  2 10  0  2  0  A1                               
  714.815690,    0.000106,1.4932E+02,4.7138E-29,H2O,1H2-16O,POKAZATEL, 5866.240264,    37,    35,     18,     17, 14  4  0  0  0  A1                               , 13  5  0  0  0  A2                               
  714.815690,    0.000106,1.4932E+02,1.4142E-28,H2O,1H2-16O,POKAZATEL, 5866.240266,   111,   105,     18,     17, 14  5  0  0  0  B1                               , 13  4  0  0  0  B2                               
  714.997280,    0.000065,1.0125E-01,5.2481E-29,H2O,1H2-16O,POKAZATEL, 4469.736545,    75,    69,     12,     11,  1 12  1  0  0  B2                               ,  0 11  0  2  0  B1                               
  715.631188,    0.000107,2.9935E-02,5.9439E-26,H2O,1H2-16O,POKAZATEL, 2550.881520,    29,    29,     14,     14,  7  7  0  0  0  A2                               ,  2 12  0  0  0  A1                               
  715.958558,    0.000007,7.7703E-03,2.0895E-29,H2O,1H2-16O,POKAZATEL, 4068.703385,    57,    57,      9,      9,  5  4  0  2  0  B2                               ,  0  9  0  2  0  B1                               
  716.009550,    0.000071,1.4697E-01,2.1263E-29,H2O,1H2-16O,POKAZATEL, 4564.084389,    33,    33,     16,     16,  4 12  0  1  0  A1                               ,  1 15  0  1  0  A2                               
  716.135220,    0.000002,8.6429E-04,1.5965E-25,H2O,1H2-16O,POKAZATEL, 1538.148739,    21,    21,     10,     10,  8  2  0  0  0  A1                               ,  3  7  0  0  0  A2                               
  716.181910,    0.000020,2.7347E-03,2.8590E-29,H2O,1H2-16O,POKAZATEL, 3736.170627,    45,    39,      7,      6,  2  6  0  0  1  B2                               ,  2  5  0  2  0  B1                               
  716.491110,    0.000013,2.8649E-03,8.9041E-29,H2O,1H2-16O,POKAZATEL, 3478.986318,    39,    33,      6,      5,  0  6  0  0  1  B2                               ,  0  5  0  2  0  B1                               
  716.540998,    0.000113,5.1847E-01,8.9191E-29,H2O,1H2-16O,POKAZATEL, 4469.795145,    25,    23,     12,     11,  0 12  1  0  0  A1                               ,  1 11  0  2  0  A2                               
  716.541823,    0.000023,1.5611E-01,9.6304E-28,H2O,1H2-16O,POKAZATEL, 3895.252702,    57,    51,      9,      8,  4  5  0  2  0  B1                               ,  1  8  0  2  0  B2                               
  716.552809,    0.000108,1.1511E+02,6.6311E-29,H2O,1H2-16O,POKAZATEL, 5750.850430,    39,    37,     19,     18, 12  8  0  0  0  A1                               , 11  7  0  0  0  A2                               
  716.555598,    0.000108,1.1511E+02,1.9893E-28,H2O,1H2-16O,POKAZATEL, 5750.847552,   117,   111,     19,     18, 12  7  0  0  0  B1                               , 11  8  0  0  0  B2                               
  716.787829,    0.000063,3.4375E-07,1.8582E-28,H2O,1H2-16O,POKAZATEL, 1293.017188,    19,    21,      9,     10,  8  2  0  0  0  A1                               ,  1  9  0  0  0  A2                               
  717.319095,    0.000002,5.8755E-05,3.8505E-28,H2O,1H2-16O,POKAZATEL, 2392.592220,    45,    45,      7,      7,  7  0  0  1  0  B2                               ,  2  5  0  1  0  B1                               
  718.352366,    0.000005,2.9570E-03,9.1454E-29,H2O,1H2-16O,POKAZATEL, 3478.986318,    39,    33,      6,      5,  5  2  0  2  0  B2                               ,  0  5  0  2  0  B1                               
  718.432785,    0.000004,5.7275E-05,2.1726E-24,H2O,1H2-16O,POKAZATEL,  326.625476,    13,    11,      6,      5,  6  0  0  0  0  A1                               ,  1  5  0  0  0  A2                               
  718.657050,    0.000113,6.2543E+00,1.3170E-23,H2O,1H2-16O,POKAZATEL, 2550.881520,    31,    29,     15,     14,  5 11  0  0  0  A2                               ,  2 12  0  0  0  A1                               
  719.311944,    0.000005,1.6652E-04,3.5644E-27,H2O,1H2-16O,POKAZATEL, 1985.784148,    21,    23,     10,     11,  0 10  0  1  0  A1                               ,  5  7  0  0  0  A2                               
  719.804863,    0.000079,8.9935E+00,1.0131E-29,H2O,1H2-16O,POKAZATEL, 5790.431257,    93,    87,     15,     14,  4 11  0  2  0  B1                               ,  3 12  0  2  0  B2                               
  720.106579,    0.000075,1.8096E-02,3.3686E-29,H2O,1H2-16O,POKAZATEL, 4016.132643,    31,    33,     15,     16,  4 12  0  1  0  A1                               ,  7  9  0  0  0  A2                               
  721.233219,    0.000030,5.6270E+00,2.4582E-26,H2O,1H2-16O,POKAZATEL, 4052.809686,    87,    81,     14,     13,  6  9  0  1  0  B1                               ,  3 10  0  1  0  B2                               
  721.422334,    0.000056,1.6793E+00,1.6012E-23,H2O,1H2-16O,POKAZATEL, 2205.651740,    27,    25,     13,     12,  7  7  0  0  0  A2                               ,  4  8  0  0  0  A1                               
  721.540033,    0.000376,2.3337E-03,1.7733E-29,H2O,1H2-16O,POKAZATEL, 3922.329382,    81,    87,     13,     14,  7  6  0  1  0  B2                               , 10  5  0  0  0  B1                               
  721.602174,    0.000058,1.9770E-01,3.0552E-28,H2O,1H2-16O,POKAZATEL, 4331.063001,   117,   117,     19,     19,  5 14  0  0  0  B2                               ,  2 17  0  0  0  B1                               
  721.750782,    0.000199,1.6935E+02,4.0955E-29,H2O,1H2-16O,POKAZATEL, 6147.079760,   111,   105,     18,     17, 15  4  0  0  0  B2                               , 14  3  0  0  0  B1                               
  721.750794,    0.000199,1.6935E+02,1.3652E-29,H2O,1H2-16O,POKAZATEL, 6147.079749,    37,    35,     18,     17, 15  3  0  0  0  A2                               , 14  4  0  0  0  A1                               
  721.878095,    0.000102,2.7291E-02,4.3052E-25,H2O,1H2-16O,POKAZATEL, 2358.299561,    93,    93,     15,     15,  3 12  0  0  0  B2                               ,  0 15  0  0  0  B1                               
  721.968167,    0.000033,1.5490E-01,3.9587E-28,H2O,1H2-16O,POKAZATEL, 4052.836634,    51,    45,      8,      7,  6  3  0  2  0  B1                               ,  3  4  0  2  0  B2                               
  723.099989,    0.000105,9.9494E+01,7.1371E-29,H2O,1H2-16O,POKAZATEL, 5941.038002,   123,   117,     20,     19, 11 10  0  0  0  B2                               , 10  9  0  0  0  B1                               
  723.281964,    0.000126,9.9548E+01,2.3809E-29,H2O,1H2-16O,POKAZATEL, 5940.887226,    41,    39,     20,     19, 11  9  0  0  0  A2                               , 10 10  0  0  0  A1                               
  723.573008,    0.000004,4.5685E-01,1.5969E-25,H2O,1H2-16O,POKAZATEL, 2841.430511,    21,    19,     10,      9,  6  4  0  1  0  A1                               ,  3  7  0  1  0  A2                               
  723.777076,    0.000011,4.0757E-03,6.1131E-29,H2O,1H2-16O,POKAZATEL, 3626.922058,    39,    33,      6,      5,  2  4  0  0  1  B2                               ,  2  3  0  2  0  B1                               
  724.145156,    0.000034,1.8635E+00,9.4301E-28,H2O,1H2-16O,POKAZATEL, 4469.736545,    75,    69,     12,     11,  3 10  0  2  0  B2                               ,  0 11  0  2  0  B1                               
  724.340457,    0.000004,9.7001E-05,5.7367E-28,H2O,1H2-16O,POKAZATEL, 2181.089840,    15,    15,      7,      7,  6  2  0  1  0  A1                               ,  1  7  0  1  0  A2                               
  724.596577,    0.000006,1.9313E-03,7.2261E-29,H2O,1H2-16O,POKAZATEL, 3535.869734,    63,    69,     10,     11,  1 10  0  2  0  B2                               ,  4  7  0  1  0  B1                               
  725.302596,    0.000011,3.5225E-03,7.0666E-29,H2O,1H2-16O,POKAZATEL, 3565.454366,    39,    33,      6,      5,  1  5  0  0  1  B1                               ,  1  4  0  2  0  B2                               
  725.563919,    0.000175,2.7367E-02,1.4253E-25,H2O,1H2-16O,POKAZATEL, 2358.300366,    31,    31,     15,     15,  4 12  0  0  0  A1                               ,  1 15  0  0  0  A2                               
  725.640878,    0.000160,2.6277E-02,2.0576E-26,H2O,1H2-16O,POKAZATEL, 2739.427591,    29,    29,     14,     14,  8  6  0  0  0  A1                               ,  3 11  0  0  0  A2                               
  725.843247,    0.000049,1.3439E-02,1.0300E-29,H2O,1H2-16O,POKAZATEL, 4427.119317,    93,    99,     15,     16,  6  9  0  1  0  B1                               ,  9  8  0  0  0  B2                               
  725.999116,    0.000077,4.1936E+01,8.2426E-29,H2O,1H2-16O,POKAZATEL, 5739.224702,   129,   123,     21,     20,  8 13  0  0  0  B1                               ,  7 14  0  0  0  B2                               
  726.358830,    0.000027,5.5709E-02,1.4533E-26,H2O,1H2-16O,POKAZATEL, 3211.211295,    93,    99,     15,     16,  0 15  0  1  0  B1                               ,  3 14  0  0  0  B2                               
  726.395897,    0.000060,8.2525E+01,2.0756E-29,H2O,1H2-16O,POKAZATEL, 6167.708712,   129,   123,     21,     20, 10 11  0  0  0  B1                               ,  9 12  0  0  0  B2                               
  726.481542,    0.000135,2.2975E-03,2.7736E-29,H2O,1H2-16O,POKAZATEL, 3770.710693,    63,    63,     10,     10, 10  1  0  1  0  B1                               ,  7  4  0  1  0  B2                               
  726.515917,    0.000152,5.5765E-02,4.8507E-27,H2O,1H2-16O,POKAZATEL, 3211.054784,    31,    33,     15,     16,  1 15  0  1  0  A2                               ,  2 14  0  0  0  A1                               
  726.627850,    0.000268,1.9000E+02,1.1641E-29,H2O,1H2-16O,POKAZATEL, 6430.720989,   111,   105,     18,     17, 16  3  0  0  0  B1                               , 15  2  0  0  0  B2                               
  726.759243,    0.000086,9.2582E-02,1.8565E-26,H2O,1H2-16O,POKAZATEL, 3291.146923,   105,   105,     17,     17,  4 13  0  0  0  B1                               ,  1 16  0  0  0  B2                               
  726.885862,    0.000031,1.8250E-04,3.0256E-25,H2O,1H2-16O,POKAZATEL, 1282.918767,    57,    57,      9,      9,  8  1  0  0  0  B1                               ,  3  6  0  0  0  B2                               
  727.139607,    0.000050,3.6766E-05,1.0856E-29,H2O,1H2-16O,POKAZATEL, 2927.074074,    27,    27,     13,     13,  2 12  0  1  0  A1                               ,  7  7  0  0  0  A2                               
  727.235133,    0.000046,1.0646E-06,1.5767E-27,H2O,1H2-16O,POKAZATEL, 1327.109608,    63,    69,     10,     11,  7  4  0  0  0  B2                               ,  0 11  0  0  0  B1                               
  727.295847,    0.000017,4.5490E-02,4.3837E-28,H2O,1H2-16O,POKAZATEL, 3655.482332,    29,    29,     14,     14,  3 11  0  1  0  A2                               ,  0 14  0  1  0  A1                               
  727.670210,    0.000050,2.0861E-01,2.4773E-29,H2O,1H2-16O,POKAZATEL, 4851.817533,   111,   117,     18,     19,  3 16  0  1  0  B2                               ,  4 15  0  0  0  B1                               
  727.849248,    0.000006,4.0591E-07,4.0370E-29,H2O,1H2-16O,POKAZATEL, 1590.690531,    15,    17,      7,      8,  2  6  0  1  0  A1                               ,  7  1  0  0  0  A2                               
  728.282605,    0.000102,1.3427E+02,2.0713E-29,H2O,1H2-16O,POKAZATEL, 6019.179736,    39,    37,     19,     18, 13  7  0  0  0  A2                               , 12  6  0  0  0  A1                               
  728.284130,    0.000102,1.3427E+02,6.2140E-29,H2O,1H2-16O,POKAZATEL, 6019.178795,   117,   111,     19,     18, 13  6  0  0  0  B2                               , 12  7  0  0  0  B1                               
  728.564498,    0.000016,4.2411E+00,4.0984E-26,H2O,1H2-16O,POKAZATEL, 3654.213681,    29,    27,     14,     13,  3 11  0  1  0  A2                               ,  2 12  0  1  0  A1                               
  728.722358,    0.000160,8.5079E-03,3.7782E-29,H2O,1H2-16O,POKAZATEL, 4045.320547,    87,    93,     14,     15,  6  9  0  1  0  B1                               ,  9  6  0  0  0  B2                               
  729.207238,    0.000039,1.9975E-02,8.5853E-23,H2O,1H2-16O,POKAZATEL, 1059.835298,    51,    45,      8,      7,  8  1  0  0  0  B1                               ,  5  2  0  0  0  B2                               
  729.248970,    0.000121,4.8041E+00,7.9686E-29,H2O,1H2-16O,POKAZATEL, 4966.632327,    27,    25,     13,     12,  4 10  0  2  0  A1                               ,  1 11  0  2  0  A2                               
  729.395966,    0.000039,1.9977E-02,2.8632E-23,H2O,1H2-16O,POKAZATEL, 1059.646575,    17,    15,      8,      7,  8  0  0  0  0  A1                               ,  5  3  0  0  0  A2                               
  729.435971,    0.000029,9.3717E-07,5.3463E-28,H2O,1H2-16O,POKAZATEL, 1524.847291,    63,    69,     10,     11,  8  3  0  0  0  B1                               ,  1 10  0  0  0  B2                               
  730.197686,    0.000001,3.3934E-04,4.9110E-25,H2O,1H2-16O,POKAZATEL, 1080.385289,    19,    19,      9,      9,  7  3  0  0  0  A2                               ,  2  8  0  0  0  A1                               
  730.544382,    0.000035,2.8739E+00,1.7872E-23,H2O,1H2-16O,POKAZATEL, 2533.791758,    87,    81,     14,     13,  7  8  0  0  0  B2                               ,  4  9  0  0  0  B1                               
  730.691678,    0.000168,2.0158E-02,1.4575E-29,H2O,1H2-16O,POKAZATEL, 4207.560306,    31,    33,     15,     16,  5 11  0  1  0  A2                               ,  8  8  0  0  0  A1                               
  730.829576,    0.000139,8.7569E-03,3.1709E-29,H2O,1H2-16O,POKAZATEL, 4038.402655,    69,    69,     11,     11, 10  1  0  1  0  B1                               ,  7  4  0  1  0  B2                               
  730.881308,    0.000140,8.7566E-03,1.0571E-29,H2O,1H2-16O,POKAZATEL, 4038.350917,    23,    23,     11,     11, 10  2  0  1  0  A1                               ,  7  5  0  1  0  A2                               
  730.916540,    0.000005,1.4678E-02,1.0639E-22,H2O,1H2-16O,POKAZATEL,  744.063658,    19,    17,      9,      8,  5  5  0  0  0  A2                               ,  0  8  0  0  0  A1                               
  731.053224,    0.000027,2.9493E-03,5.6483E-29,H2O,1H2-16O,POKAZATEL, 3601.858677,    45,    39,      7,      6,  1  7  0  0  1  B1                               ,  1  6  0  2  0  B2                               
  732.509695,    0.000010,1.6272E+00,5.0087E-25,H2O,1H2-16O,POKAZATEL, 3144.577843,    81,    75,     13,     12,  2 11  0  1  0  B1                               ,  1 12  0  1  0  B2                               
  732.721529,    0.000032,2.9663E-03,1.9019E-29,H2O,1H2-16O,POKAZATEL, 3600.052322,    15,    13,      7,      6,  0  7  0  0  1  A2                               ,  0  6  0  2  0  A1                               
  733.099606,    0.000002,3.2577E-04,1.1622E-26,H2O,1H2-16O,POKAZATEL, 2000.862784,    39,    33,      6,      5,  6  1  0  1  0  B1                               ,  1  4  0  1  0  B2                               
  733.688895,    0.000916,1.4641E-03,2.3715E-28,H2O,1H2-16O,POKAZATEL, 3032.689984,    25,    25,     12,     12, 12  0  0  0  0  A1                               ,  9  3  0  0  0  A2                               
  733.689223,    0.000916,1.4641E-03,7.1146E-28,H2O,1H2-16O,POKAZATEL, 3032.689649,    75,    75,     12,     12, 12  1  0  0  0  B1                               ,  9  4  0  0  0  B2                               
  734.156049,    0.000004,6.6794E-02,2.0071E-25,H2O,1H2-16O,POKAZATEL, 2572.138963,    51,    45,      8,      7,  7  2  0  1  0  B2                               ,  4  3  0  1  0  B1                               
  734.817334,    0.000178,2.0970E-02,2.0241E-29,H2O,1H2-16O,POKAZATEL, 4329.323315,    75,    75,     12,     12, 10  3  0  1  0  B1                               ,  7  6  0  1  0  B2                               
  734.825786,    0.000059,3.1551E-01,1.0764E-28,H2O,1H2-16O,POKAZATEL, 4259.876348,    19,    17,      9,      8,  6  4  0  2  0  A1                               ,  3  5  0  2  0  A2                               
  734.979243,    0.000007,1.0374E+01,1.0007E-24,H2O,1H2-16O,POKAZATEL, 3439.305238,   105,    99,     17,     16,  5 12  0  0  0  B2                               ,  4 13  0  0  0  B1                               
  735.151448,    0.000010,1.6370E+00,1.6683E-25,H2O,1H2-16O,POKAZATEL, 3144.567968,    27,    25,     13,     12,  3 11  0  1  0  A2                               ,  0 12  0  1  0  A1                               
  735.888133,    0.000027,3.5721E-03,1.3211E-29,H2O,1H2-16O,POKAZATEL, 3713.082396,    15,    13,      7,      6,  1  6  0  0  1  A1                               ,  1  5  0  2  0  A2                               
  736.355444,    0.000158,9.2952E-02,6.0609E-27,H2O,1H2-16O,POKAZATEL, 3291.148733,    35,    35,     17,     17,  5 13  0  0  0  A2                               ,  2 16  0  0  0  A1                               
  736.585877,    0.000033,2.0578E-04,8.4052E-28,H2O,1H2-16O,POKAZATEL, 2321.811637,    21,    23,     10,     11,  2  8  0  1  0  A1                               ,  7  5  0  0  0  A2                               
  736.787376,    0.000004,6.6810E-02,6.7310E-26,H2O,1H2-16O,POKAZATEL, 2569.507886,    17,    15,      8,      7,  7  1  0  1  0  A2                               ,  4  4  0  1  0  A1                               
  737.788692,    0.000164,1.5409E+02,1.8369E-29,H2O,1H2-16O,POKAZATEL, 6296.893594,   117,   111,     19,     18, 14  5  0  0  0  B1                               , 13  6  0  0  0  B2                               
  737.850350,    0.000155,2.5727E+01,3.7832E-28,H2O,1H2-16O,POKAZATEL, 5074.219308,    41,    39,     20,     19,  7 13  0  0  0  A2                               ,  6 14  0  0  0  A1                               
  737.957983,    0.000159,1.1880E+02,2.3974E-29,H2O,1H2-16O,POKAZATEL, 6197.464369,   123,   117,     20,     19, 12  9  0  0  0  B1                               , 11  8  0  0  0  B2                               
  738.188398,    0.000066,2.1667E-05,1.0408E-29,H2O,1H2-16O,POKAZATEL, 3032.689649,    75,    75,     12,     12,  4  9  0  1  0  B1                               ,  9  4  0  0  0  B2                               
  738.884996,    0.000039,2.2598E-05,3.3078E-26,H2O,1H2-16O,POKAZATEL, 1050.157545,    17,    17,      8,      8,  8  0  0  0  0  A1                               ,  3  5  0  0  0  A2                               
  738.989992,    0.000004,1.3211E-02,2.5632E-25,H2O,1H2-16O,POKAZATEL, 2180.642600,    51,    45,      8,      7,  5  4  0  1  0  B2                               ,  0  7  0  1  0  B1                               
  739.503171,    0.000031,7.1445E-03,1.7449E-29,H2O,1H2-16O,POKAZATEL, 4052.836634,    51,    45,      8,      7,  3  5  0  0  1  B1                               ,  3  4  0  2  0  B2                               
  739.547034,    0.000009,1.9925E-02,5.8388E-28,H2O,1H2-16O,POKAZATEL, 3386.051032,    25,    25,     12,     12,  6  6  0  1  0  A1                               ,  1 11  0  1  0  A2                               
  739.714180,    0.000255,9.4631E-03,1.3619E-29,H2O,1H2-16O,POKAZATEL, 4045.283838,    29,    31,     14,     15,  6  8  0  1  0  A1                               ,  9  7  0  0  0  A2                               
  740.195693,    0.000136,5.6568E-03,6.4421E-28,H2O,1H2-16O,POKAZATEL, 3347.781971,    81,    81,     13,     13, 12  1  0  0  0  B1                               ,  9  4  0  0  0  B2                               
  740.197411,    0.000136,5.6567E-03,2.1473E-28,H2O,1H2-16O,POKAZATEL, 3347.780255,    27,    27,     13,     13, 12  2  0  0  0  A1                               ,  9  5  0  0  0  A2                               
  740.566726,    0.000009,4.5725E-02,1.2774E-27,H2O,1H2-16O,POKAZATEL, 3655.483428,    87,    87,     14,     14,  4 11  0  1  0  B1                               ,  1 14  0  1  0  B2                               
  741.201011,    0.000042,1.2736E+01,4.3232E-28,H2O,1H2-16O,POKAZATEL, 5094.082812,   105,    99,     17,     16,  5 12  0  1  0  B2                               ,  4 13  0  1  0  B1                               
  741.362007,    0.000006,8.2810E-02,1.3397E-25,H2O,1H2-16O,POKAZATEL, 2512.375106,    21,    19,     10,      9,  4  6  0  1  0  A1                               ,  1  9  0  1  0  A2                               
  741.473605,    0.000029,1.5565E-01,1.3825E-28,H2O,1H2-16O,POKAZATEL, 4033.614490,    17,    15,      8,      7,  6  2  0  2  0  A1                               ,  3  5  0  2  0  A2                               
  741.829437,    0.000093,2.0991E-02,2.3254E-28,H2O,1H2-16O,POKAZATEL, 3587.665348,    25,    25,     12,     12,  7  5  0  1  0  A2                               ,  2 10  0  1  0  A1                               
  742.002534,    0.000009,4.3387E+00,1.2160E-25,H2O,1H2-16O,POKAZATEL, 3654.047620,    87,    81,     14,     13,  4 11  0  1  0  B1                               ,  1 12  0  1  0  B2                               
  742.065742,    0.000034,8.9341E+00,4.4664E-24,H2O,1H2-16O,POKAZATEL, 3080.177656,    99,    93,     16,     15,  6 11  0  0  0  B1                               ,  3 12  0  0  0  B2                               
  742.433438,    0.000036,7.3298E-01,7.0935E-23,H2O,1H2-16O,POKAZATEL, 1695.067603,    25,    23,     12,     11,  6  6  0  0  0  A1                               ,  3  9  0  0  0  A2                               
  742.840463,    0.000056,2.1107E-03,3.9406E-25,H2O,1H2-16O,POKAZATEL, 1557.843570,    25,    25,     12,     12,  5  7  0  0  0  A2                               ,  0 12  0  0  0  A1                               
  743.132620,    0.000198,1.9770E-01,9.6319E-29,H2O,1H2-16O,POKAZATEL, 4331.086688,    39,    39,     19,     19,  6 14  0  0  0  A1                               ,  3 17  0  0  0  A2                               
  743.139382,    0.000098,1.3068E-05,6.0848E-29,H2O,1H2-16O,POKAZATEL, 2358.300366,    29,    31,     14,     15,  6  8  0  0  0  A1                               ,  1 15  0  0  0  A2                               
  743.270227,    0.000028,4.4640E-03,1.1492E-29,H2O,1H2-16O,POKAZATEL, 3784.678845,    15,    13,      7,      6,  2  5  0  0  1  A2                               ,  2  4  0  2  0  A1                               
  743.346583,    0.000018,4.6738E+00,1.8971E-24,H2O,1H2-16O,POKAZATEL, 2880.832451,    31,    29,     15,     14,  7  9  0  0  0  A2                               ,  4 10  0  0  0  A1                               
  744.029512,    0.000006,5.3674E-03,4.0919E-27,H2O,1H2-16O,POKAZATEL, 2915.873741,    69,    69,     11,     11,  5  6  0  1  0  B2                               ,  0 11  0  1  0  B1                               
  744.211471,    0.000064,1.3756E+00,9.0012E-23,H2O,1H2-16O,POKAZATEL, 1806.670049,    29,    27,     14,     13,  2 12  0  0  0  A1                               ,  1 13  0  0  0  A2                               
  744.581028,    0.000013,5.9640E-01,2.1429E-28,H2O,1H2-16O,POKAZATEL, 4493.803908,    63,    57,     10,      9,  6  5  0  2  0  B1                               ,  3  6  0  2  0  B2                               
  744.812647,    0.000059,1.3775E+00,2.7000E-22,H2O,1H2-16O,POKAZATEL, 1806.669485,    87,    81,     14,     13,  3 12  0  0  0  B2                               ,  0 13  0  0  0  B1                               
  744.818669,    0.000085,3.7101E-02,1.7302E-26,H2O,1H2-16O,POKAZATEL, 3080.177656,    93,    93,     15,     15,  8  7  0  0  0  B1                               ,  3 12  0  0  0  B2                               
  744.966434,    0.000027,3.6980E-03,2.0468E-29,H2O,1H2-16O,POKAZATEL, 3879.335989,    51,    45,      8,      7,  1  7  0  0  1  B1                               ,  1  6  0  2  0  B2                               
  745.952720,    0.000247,1.4350E-03,4.8174E-29,H2O,1H2-16O,POKAZATEL, 3583.370595,    75,    81,     12,     13,  7  6  0  1  0  B2                               , 10  3  0  0  0  B1                               
  746.122420,    0.000264,1.4382E-03,1.6087E-29,H2O,1H2-16O,POKAZATEL, 3583.372365,    25,    27,     12,     13,  7  5  0  1  0  A2                               , 10  4  0  0  0  A1                               
  746.130229,    0.000031,1.4596E-01,5.8593E-29,H2O,1H2-16O,POKAZATEL, 4564.107541,    99,    99,     16,     16,  5 12  0  1  0  B2                               ,  2 15  0  1  0  B1                               
  746.217719,    0.000250,1.3699E-02,1.0893E-28,H2O,1H2-16O,POKAZATEL, 3685.417916,    29,    29,     14,     14, 12  2  0  0  0  A1                               ,  9  5  0  0  0  A2                               
  746.229033,    0.000234,1.3699E-02,3.2679E-28,H2O,1H2-16O,POKAZATEL, 3685.406600,    87,    87,     14,     14, 12  3  0  0  0  B1                               ,  9  6  0  0  0  B2                               
  746.772532,    0.000007,9.4431E-08,1.0139E-29,H2O,1H2-16O,POKAZATEL, 1590.690531,    17,    17,      8,      8,  0  8  0  1  0  A1                               ,  7  1  0  0  0  A2                               
  747.645445,    0.000049,1.7746E-06,1.0647E-28,H2O,1H2-16O,POKAZATEL, 1774.615197,    23,    25,     11,     12,  8  4  0  0  0  A1                               ,  1 11  0  0  0  A2                               
  748.354902,    0.000004,2.3080E-02,8.2208E-23,H2O,1H2-16O,POKAZATEL,  882.890327,    19,    17,      9,      8,  6  4  0  0  0  A1                               ,  1  7  0  0  0  A2                               
  748.626526,    0.000036,3.0676E-03,1.0964E-29,H2O,1H2-16O,POKAZATEL, 3739.518715,    17,    15,      8,      7,  1  8  0  0  1  A1                               ,  1  7  0  2  0  A2                               
  748.821456,    0.000007,2.5415E-03,2.4422E-29,H2O,1H2-16O,POKAZATEL, 3736.170627,    45,    39,      7,      6,  3  4  1  0  0  B2                               ,  2  5  0  2  0  B1                               
  749.481457,    0.000034,3.0536E-03,3.2813E-29,H2O,1H2-16O,POKAZATEL, 3738.608900,    51,    45,      8,      7,  0  8  0  0  1  B2                               ,  0  7  0  2  0  B1                               
  749.741900,    0.000102,7.7368E+00,2.2993E-27,H2O,1H2-16O,POKAZATEL, 4382.778179,    31,    29,     15,     14,  6 10  0  1  0  A1                               ,  3 11  0  1  0  A2                               
  751.169670,    0.000032,2.8874E-02,1.5518E-29,H2O,1H2-16O,POKAZATEL, 4442.712031,    75,    81,     12,     13,  3 10  0  2  0  B2                               ,  6  7  0  1  0  B1                               
  751.184279,    0.000236,6.8351E+00,3.0120E-24,H2O,1H2-16O,POKAZATEL, 2872.578723,    33,    31,     16,     15,  4 12  0  0  0  A1                               ,  3 13  0  0  0  A2                               
  751.647704,    0.000280,2.6590E-02,1.1903E-28,H2O,1H2-16O,POKAZATEL, 4045.320547,    93,    93,     15,     15, 12  3  0  0  0  B1                               ,  9  6  0  0  0  B2                               
  751.684414,    0.000335,2.6588E-02,3.9677E-29,H2O,1H2-16O,POKAZATEL, 4045.283838,    31,    31,     15,     15, 12  4  0  0  0  A1                               ,  9  7  0  0  0  A2                               
  751.979860,    0.000158,6.2037E-03,4.5261E-29,H2O,1H2-16O,POKAZATEL, 3685.417916,    27,    29,     13,     14,  6  8  0  1  0  A1                               ,  9  5  0  0  0  A2                               
  752.039671,    0.000118,1.4179E-01,6.8875E-28,H2O,1H2-16O,POKAZATEL, 3812.044718,    33,    35,     16,     17,  1 15  0  1  0  A2                               ,  4 14  0  0  0  A1                               
  752.265057,    0.000053,3.7845E+00,6.3880E-23,H2O,1H2-16O,POKAZATEL, 2327.912599,    93,    87,     15,     14,  3 12  0  0  0  B2                               ,  2 13  0  0  0  B1                               
  752.887944,    0.000064,7.3700E+00,3.2071E-29,H2O,1H2-16O,POKAZATEL, 5477.004713,    87,    81,     14,     13,  5 10  0  2  0  B2                               ,  2 11  0  2  0  B1                               
  752.889646,    0.000109,1.0855E+00,4.0274E-29,H2O,1H2-16O,POKAZATEL, 4752.732117,    23,    21,     11,     10,  6  6  0  2  0  A1                               ,  3  7  0  2  0  A2                               
  753.173719,    0.000014,1.4277E-01,2.0857E-27,H2O,1H2-16O,POKAZATEL, 3810.933822,    99,   105,     16,     17,  2 15  0  1  0  B1                               ,  3 14  0  0  0  B2                               
  753.291747,    0.000047,2.3945E-06,1.3732E-29,H2O,1H2-16O,POKAZATEL, 2471.254532,    63,    63,     10,     10,  4  7  0  1  0  B1                               ,  9  2  0  0  0  B2                               
  753.893565,    0.000038,6.8134E-02,3.9996E-23,H2O,1H2-16O,POKAZATEL, 1255.911452,    19,    17,      9,      8,  8  2  0  0  0  A1                               ,  5  3  0  0  0  A2                               
